dataset,seed,family_1,family_2,jaccard_hh,n_hh_1,n_hh_2,variance_correlation
compas,5,LogReg,kNN,0.0,42.0,39.0,
compas,5,MLP,RF,0.10457516339869281,292.0,46.0,
compas,5,MLP,kNN,0.012232415902140673,292.0,39.0,
compas,5,RF,kNN,0.04938271604938271,46.0,39.0,
compas,5,GBM,LogReg,,,,0.2507654510166248
compas,5,GBM,MLP,,,,0.3148629125815189
compas,5,GBM,RF,,,,0.38518728676425174
compas,5,GBM,kNN,,,,0.22061918701904398
compas,5,LogReg,MLP,,,,0.45566790813293545
compas,5,LogReg,RF,,,,0.006659870739722155
compas,5,LogReg,kNN,,,,-0.07955324440671659
compas,5,MLP,RF,,,,0.011745562835997895
compas,5,MLP,kNN,,,,-0.03451854994606894
compas,5,RF,kNN,,,,0.65625352941476
compas,6,GBM,LogReg,0.017857142857142856,110.0,4.0,
compas,6,GBM,MLP,0.18250950570342206,110.0,201.0,
compas,6,GBM,RF,0.030864197530864196,110.0,57.0,
compas,6,GBM,kNN,0.0,110.0,40.0,
compas,6,LogReg,MLP,0.01485148514851485,4.0,201.0,
compas,6,LogReg,RF,0.0,4.0,57.0,
compas,6,LogReg,kNN,0.023255813953488372,4.0,40.0,
compas,6,MLP,RF,0.08860759493670886,201.0,57.0,
compas,6,MLP,kNN,0.03879310344827586,201.0,40.0,
compas,6,RF,kNN,0.031914893617021274,57.0,40.0,
compas,6,GBM,LogReg,,,,0.38789307504251697
compas,6,GBM,MLP,,,,0.3915365213519081
compas,6,GBM,RF,,,,0.19107703880352045
compas,6,GBM,kNN,,,,0.10756069354918386
compas,6,LogReg,MLP,,,,0.5182252850547453
compas,6,LogReg,RF,,,,-0.016653276997033818
compas,6,LogReg,kNN,,,,-0.04814617804736234
compas,6,MLP,RF,,,,-0.015915028528956016
compas,6,MLP,kNN,,,,-0.05599611268916201
compas,6,RF,kNN,,,,0.6557340633426518
compas,7,GBM,LogReg,0.037383177570093455,161.0,61.0,
compas,7,GBM,MLP,0.15755627009646303,161.0,199.0,
compas,7,GBM,RF,0.1761904761904762,161.0,86.0,
compas,7,GBM,kNN,0.004651162790697674,161.0,55.0,
compas,7,LogReg,MLP,0.007751937984496124,61.0,199.0,
compas,7,LogReg,RF,0.027972027972027972,61.0,86.0,
compas,7,LogReg,kNN,0.02654867256637168,61.0,55.0,
compas,7,MLP,RF,0.1875,199.0,86.0,
compas,7,MLP,kNN,0.05394190871369295,199.0,55.0,
compas,7,RF,kNN,0.1015625,86.0,55.0,
compas,7,GBM,LogReg,,,,0.3874624505394371
compas,7,GBM,MLP,,,,0.3565786681344901
compas,7,GBM,RF,,,,0.28106292886266937
compas,7,GBM,kNN,,,,0.05946785922601908
compas,7,LogReg,MLP,,,,0.298953813902072
compas,7,LogReg,RF,,,,0.026626294845269908
compas,7,LogReg,kNN,,,,-0.10530441150035172
compas,7,MLP,RF,,,,0.06208966775595722
compas,7,MLP,kNN,,,,-0.08594753793726498
compas,7,RF,kNN,,,,0.6556336741443892
compas,8,GBM,LogReg,0.0,78.0,5.0,
compas,8,GBM,MLP,0.15677966101694915,78.0,195.0,
compas,8,GBM,RF,0.1984732824427481,78.0,79.0,
compas,8,GBM,kNN,0.007246376811594203,78.0,61.0,
compas,8,LogReg,MLP,0.010101010101010102,5.0,195.0,
compas,8,LogReg,RF,0.0,5.0,79.0,
compas,8,LogReg,kNN,0.0,5.0,61.0,
compas,8,MLP,RF,0.10931174089068826,195.0,79.0,
compas,8,MLP,kNN,0.053497942386831275,195.0,61.0,
compas,8,RF,kNN,0.037037037037037035,79.0,61.0,
compas,8,GBM,LogReg,,,,0.21928934243212636
compas,8,GBM,MLP,,,,0.1419365748846751
compas,8,GBM,RF,,,,0.21979996603500415
compas,8,GBM,kNN,,,,0.13776533385828355
compas,8,LogReg,MLP,,,,0.18944010043904141
compas,8,LogReg,RF,,,,0.029664580545359663
compas,8,LogReg,kNN,,,,-0.07515681583181204
compas,8,MLP,RF,,,,-0.03810956677789059
compas,8,MLP,kNN,,,,-0.10611222553787188
compas,8,RF,kNN,,,,0.6125354366101705
compas,9,GBM,LogReg,0.0,31.0,150.0,
compas,9,GBM,MLP,0.15286624203821655,31.0,150.0,
compas,9,GBM,RF,0.04,31.0,73.0,
compas,9,GBM,kNN,0.0,31.0,100.0,
compas,9,LogReg,MLP,0.010101010101010102,150.0,150.0,
compas,9,LogReg,RF,0.022935779816513763,150.0,73.0,
compas,9,LogReg,kNN,0.04602510460251046,150.0,100.0,
compas,9,MLP,RF,0.05188679245283019,150.0,73.0,
compas,9,MLP,kNN,0.012145748987854251,150.0,100.0,
compas,9,RF,kNN,0.26277372262773724,73.0,100.0,
compas,9,GBM,LogReg,,,,0.30748473095958506
compas,9,GBM,MLP,,,,0.3571613070480928
compas,9,GBM,RF,,,,0.11113236673823801
compas,9,GBM,kNN,,,,-0.04774802964954033
compas,9,LogReg,MLP,,,,0.4056607872935797
compas,9,LogReg,RF,,,,-0.017137871524535688
compas,9,LogReg,kNN,,,,-0.1214104984853343
compas,9,MLP,RF,,,,0.002466445003603088
compas,9,MLP,kNN,,,,-0.08682825352945946
compas,9,RF,kNN,,,,0.6403482601498247
german,0,GBM,LogReg,0.2,5.0,1.0,
german,0,GBM,MLP,0.125,5.0,4.0,
german,0,GBM,RF,0.0,5.0,2.0,
german,0,GBM,kNN,0.0,5.0,2.0,
german,0,LogReg,MLP,0.25,1.0,4.0,
german,0,LogReg,RF,0.0,1.0,2.0,
german,0,LogReg,kNN,0.0,1.0,2.0,
german,0,MLP,RF,0.0,4.0,2.0,
german,0,MLP,kNN,0.0,4.0,2.0,
german,0,RF,kNN,0.0,2.0,2.0,
german,0,GBM,LogReg,,,,0.389991221074948
german,0,GBM,MLP,,,,0.4371908619968637
german,0,GBM,RF,,,,0.41362627162582544
german,0,GBM,kNN,,,,0.3094992012655106
german,0,LogReg,MLP,,,,0.8483081921442116
german,0,LogReg,RF,,,,0.3081691040783126
german,0,LogReg,kNN,,,,0.25227870868139207
german,0,MLP,RF,,,,0.3187348379296004
german,0,MLP,kNN,,,,0.24926250508515438
german,0,RF,kNN,,,,0.3074695544910688
german,1,GBM,LogReg,0.0,2.0,0.0,
german,1,GBM,MLP,0.25,2.0,8.0,
german,1,GBM,RF,0.0,2.0,0.0,
german,1,GBM,kNN,0.0,2.0,1.0,
german,1,LogReg,MLP,0.0,0.0,8.0,
german,1,LogReg,RF,1.0,0.0,0.0,
german,1,LogReg,kNN,0.0,0.0,1.0,
german,1,MLP,RF,0.0,8.0,0.0,
german,1,MLP,kNN,0.0,8.0,1.0,
german,1,RF,kNN,0.0,0.0,1.0,
german,1,GBM,LogReg,,,,0.3694778729910833
german,1,GBM,MLP,,,,0.2552423100229575
german,1,GBM,RF,,,,0.16777059143591377
german,1,GBM,kNN,,,,0.38030789131319753
german,1,LogReg,MLP,,,,0.8694295240176925
german,1,LogReg,RF,,,,-0.05251444630433766
german,1,LogReg,kNN,,,,0.23681193748251977
german,1,MLP,RF,,,,-0.02803800509282246
german,1,MLP,kNN,,,,0.16375814453674567
german,1,RF,kNN,,,,0.1807108218308937
german,2,GBM,LogReg,1.0,0.0,0.0,
german,2,GBM,MLP,0.0,0.0,4.0,
german,2,GBM,RF,1.0,0.0,0.0,
german,2,GBM,kNN,1.0,0.0,0.0,
german,2,LogReg,MLP,0.0,0.0,4.0,
german,2,LogReg,RF,1.0,0.0,0.0,
german,2,LogReg,kNN,1.0,0.0,0.0,
german,2,MLP,RF,0.0,4.0,0.0,
german,2,MLP,kNN,0.0,4.0,0.0,
german,2,RF,kNN,1.0,0.0,0.0,
german,2,GBM,LogReg,,,,0.25455795348386956
german,2,GBM,MLP,,,,-0.026972927219378027
german,2,GBM,RF,,,,0.25010330124781543
german,2,GBM,kNN,,,,0.19107071892850994
german,2,LogReg,MLP,,,,0.7131807398462228
german,2,LogReg,RF,,,,0.07903183282990077
german,2,LogReg,kNN,,,,0.11002480330807475
german,2,MLP,RF,,,,-0.08232763544935388
german,2,MLP,kNN,,,,0.016487571109703548
german,2,RF,kNN,,,,0.08733530159496104
german,3,GBM,LogReg,1.0,0.0,0.0,
german,3,GBM,MLP,0.0,0.0,13.0,
german,3,GBM,RF,1.0,0.0,0.0,
german,3,GBM,kNN,0.0,0.0,1.0,
german,3,LogReg,MLP,0.0,0.0,13.0,
german,3,LogReg,RF,1.0,0.0,0.0,
german,3,LogReg,kNN,0.0,0.0,1.0,
german,3,MLP,RF,0.0,13.0,0.0,
german,3,MLP,kNN,0.07692307692307693,13.0,1.0,
german,3,RF,kNN,0.0,0.0,1.0,
german,3,GBM,LogReg,,,,0.3422035858495953
german,3,GBM,MLP,,,,0.16378879749649874
german,3,GBM,RF,,,,0.269527662796783
german,3,GBM,kNN,,,,0.22629508319191088
german,3,LogReg,MLP,,,,0.7450322312277126
german,3,LogReg,RF,,,,0.28835609677688107
german,3,LogReg,kNN,,,,0.18310716552239317
german,3,MLP,RF,,,,0.25881966873841095
german,3,MLP,kNN,,,,0.09930386513519669
german,3,RF,kNN,,,,0.3166626798292795
german,4,GBM,LogReg,0.0,3.0,0.0,
german,4,GBM,MLP,0.2222222222222222,3.0,8.0,
german,4,GBM,RF,0.0,3.0,0.0,
german,4,GBM,kNN,0.0,3.0,0.0,
german,4,LogReg,MLP,0.0,0.0,8.0,
german,4,LogReg,RF,1.0,0.0,0.0,
german,4,LogReg,kNN,1.0,0.0,0.0,
german,4,MLP,RF,0.0,8.0,0.0,
german,4,MLP,kNN,0.0,8.0,0.0,
german,4,RF,kNN,1.0,0.0,0.0,
german,4,GBM,LogReg,,,,0.3123148719081878
german,4,GBM,MLP,,,,0.047667494535998764
german,4,GBM,RF,,,,0.34811910394791606
german,4,GBM,kNN,,,,0.398517762141015
german,4,LogReg,MLP,,,,0.7898767647454181
german,4,LogReg,RF,,,,0.2825285548951731
german,4,LogReg,kNN,,,,0.3395688113399825
german,4,MLP,RF,,,,0.2628872893620623
german,4,MLP,kNN,,,,0.2167929248802948
german,4,RF,kNN,,,,0.259531946675319
german,5,GBM,LogReg,0.0,4.0,1.0,
german,5,GBM,MLP,0.2222222222222222,4.0,7.0,
german,5,GBM,RF,0.0,4.0,0.0,
german,5,GBM,kNN,0.0,4.0,0.0,
german,5,LogReg,MLP,0.0,1.0,7.0,
german,5,LogReg,RF,0.0,1.0,0.0,
german,5,LogReg,kNN,0.0,1.0,0.0,
german,5,MLP,RF,0.0,7.0,0.0,
german,5,MLP,kNN,0.0,7.0,0.0,
german,5,RF,kNN,1.0,0.0,0.0,
german,5,GBM,LogReg,,,,0.12573436552489625
german,5,GBM,MLP,,,,-0.2631373452906905
german,5,GBM,RF,,,,0.2943556683043778
german,5,GBM,kNN,,,,0.24615254904212244
german,5,LogReg,MLP,,,,0.6611700600310032
german,5,LogReg,RF,,,,-0.03412527146396532
german,5,LogReg,kNN,,,,0.1522303156105161
german,5,MLP,RF,,,,-0.09198380637863975
german,5,MLP,kNN,,,,-0.08722282753777771
german,5,RF,kNN,,,,0.04666863571921784
german,6,GBM,LogReg,0.0,3.0,0.0,
german,6,GBM,MLP,0.6666666666666666,3.0,2.0,
german,6,GBM,RF,0.0,3.0,0.0,
german,6,GBM,kNN,0.0,3.0,0.0,
german,6,LogReg,MLP,0.0,0.0,2.0,
german,6,LogReg,RF,1.0,0.0,0.0,
german,6,LogReg,kNN,1.0,0.0,0.0,
german,6,MLP,RF,0.0,2.0,0.0,
german,6,MLP,kNN,0.0,2.0,0.0,
german,6,RF,kNN,1.0,0.0,0.0,
german,6,GBM,LogReg,,,,0.4431864950810321
german,6,GBM,MLP,,,,0.3136631714111454
german,6,GBM,RF,,,,0.196280360103611
german,6,GBM,kNN,,,,0.3031145962860662
german,6,LogReg,MLP,,,,0.7502504373228598
german,6,LogReg,RF,,,,0.09929178259545272
german,6,LogReg,kNN,,,,0.29422423051437474
german,6,MLP,RF,,,,0.019703244214428102
german,6,MLP,kNN,,,,0.25545486391751004
german,6,RF,kNN,,,,0.13479953254138896
german,7,GBM,LogReg,0.0,2.0,0.0,
german,7,GBM,MLP,0.0,2.0,2.0,
german,7,GBM,RF,0.0,2.0,0.0,
german,7,GBM,kNN,0.0,2.0,0.0,
german,7,LogReg,MLP,0.0,0.0,2.0,
german,7,LogReg,RF,1.0,0.0,0.0,
german,7,LogReg,kNN,1.0,0.0,0.0,
german,7,MLP,RF,0.0,2.0,0.0,
german,7,MLP,kNN,0.0,2.0,0.0,
german,7,RF,kNN,1.0,0.0,0.0,
german,7,GBM,LogReg,,,,0.5134726446935537
german,7,GBM,MLP,,,,0.3304757614454821
german,7,GBM,RF,,,,0.43857919143507723
german,7,GBM,kNN,,,,0.36966065790721075
german,7,LogReg,MLP,,,,0.7501315153581959
german,7,LogReg,RF,,,,0.1259958727274053
german,7,LogReg,kNN,,,,0.2488206748935391
german,7,MLP,RF,,,,0.04223995796458386
german,7,MLP,kNN,,,,0.03873888429555065
german,7,RF,kNN,,,,0.397500190831834
german,8,GBM,LogReg,0.0,3.0,0.0,
german,8,GBM,MLP,0.11764705882352941,3.0,16.0,
german,8,GBM,RF,0.0,3.0,0.0,
german,8,GBM,kNN,0.0,3.0,3.0,
german,8,LogReg,MLP,0.0,0.0,16.0,
german,8,LogReg,RF,1.0,0.0,0.0,
german,8,LogReg,kNN,0.0,0.0,3.0,
german,8,MLP,RF,0.0,16.0,0.0,
german,8,MLP,kNN,0.11764705882352941,16.0,3.0,
german,8,RF,kNN,0.0,0.0,3.0,
german,8,GBM,LogReg,,,,0.18206304582796032
german,8,GBM,MLP,,,,-0.04257542631241722
german,8,GBM,RF,,,,0.31360411618881834
german,8,GBM,kNN,,,,0.26320985507386535
german,8,LogReg,MLP,,,,0.5992473928680228
german,8,LogReg,RF,,,,0.11406652916009795
german,8,LogReg,kNN,,,,0.06775091357031979
german,8,MLP,RF,,,,0.0005266271541872634
german,8,MLP,kNN,,,,-0.10082360412812262
german,8,RF,kNN,,,,0.15154180799362105
german,9,GBM,LogReg,0.0,8.0,0.0,
german,9,GBM,MLP,0.5555555555555556,8.0,6.0,
german,9,GBM,RF,0.4444444444444444,8.0,5.0,
german,9,GBM,kNN,0.125,8.0,1.0,
german,9,LogReg,MLP,0.0,0.0,6.0,
german,9,LogReg,RF,0.0,0.0,5.0,
german,9,LogReg,kNN,0.0,0.0,1.0,
german,9,MLP,RF,0.375,6.0,5.0,
german,9,MLP,kNN,0.0,6.0,1.0,
german,9,RF,kNN,0.2,5.0,1.0,
german,9,GBM,LogReg,,,,0.371846225357225
german,9,GBM,MLP,,,,0.2313923722091162
german,9,GBM,RF,,,,0.24357764899061157
german,9,GBM,kNN,,,,0.23465218594220277
german,9,LogReg,MLP,,,,0.8360062587338997
german,9,LogReg,RF,,,,0.23264400203969973
german,9,LogReg,kNN,,,,0.2983100050666049
german,9,MLP,RF,,,,0.1905945284689599
german,9,MLP,kNN,,,,0.2628464482810002
german,9,RF,kNN,,,,0.36971700410505626
adult,0,GBM,LogReg,0.03496503496503497,101.0,47.0,
adult,0,GBM,MLP,0.05269607843137255,101.0,1617.0,
adult,0,GBM,RF,0.01684836471754212,101.0,925.0,
adult,0,GBM,kNN,0.04294478527607362,101.0,579.0,
adult,0,LogReg,MLP,0.02023298589822195,47.0,1617.0,
adult,0,LogReg,RF,0.013555787278415016,47.0,925.0,
adult,0,LogReg,kNN,0.004815409309791332,47.0,579.0,
adult,0,MLP,RF,0.21860019175455417,1617.0,925.0,
adult,0,MLP,kNN,0.09253731343283582,1617.0,579.0,
adult,0,RF,kNN,0.13595166163141995,925.0,579.0,
adult,0,GBM,LogReg,,,,0.47142547088191555
adult,0,GBM,MLP,,,,0.379207813844003
adult,0,GBM,RF,,,,0.543376788170718
adult,0,GBM,kNN,,,,0.19016347853885712
adult,0,LogReg,MLP,,,,0.12156708272392938
adult,0,LogReg,RF,,,,0.6605095034571128
adult,0,LogReg,kNN,,,,0.17463999950090378
adult,0,MLP,RF,,,,0.27331090392825313
adult,0,MLP,kNN,,,,0.28702351243259455
adult,0,RF,kNN,,,,0.31609200774366863
adult,1,GBM,LogReg,0.03218390804597701,396.0,53.0,
adult,1,GBM,MLP,0.226890756302521,396.0,1210.0,
adult,1,GBM,RF,0.11177644710578842,396.0,718.0,
adult,1,GBM,kNN,0.06666666666666667,396.0,404.0,
adult,1,LogReg,MLP,0.021844660194174758,53.0,1210.0,
adult,1,LogReg,RF,0.006527415143603133,53.0,718.0,
adult,1,LogReg,kNN,0.0021929824561403508,53.0,404.0,
adult,1,MLP,RF,0.18500307314074985,1210.0,718.0,
adult,1,MLP,kNN,0.0611439842209073,1210.0,404.0,
adult,1,RF,kNN,0.1675338189386056,718.0,404.0,
adult,1,GBM,LogReg,,,,0.3267709488340915
adult,1,GBM,MLP,,,,0.42970460235352437
adult,1,GBM,RF,,,,0.48387709720293787
adult,1,GBM,kNN,,,,0.2697482616917873
adult,1,LogReg,MLP,,,,0.12486215254411351
adult,1,LogReg,RF,,,,0.5597206786540545
adult,1,LogReg,kNN,,,,0.20067303975185719
adult,1,MLP,RF,,,,0.3636962190957971
adult,1,MLP,kNN,,,,0.34852407023971266
adult,1,RF,kNN,,,,0.3924163876005046
adult,2,GBM,LogReg,0.046620046620046623,384.0,65.0,
adult,2,GBM,MLP,0.22800844475721324,384.0,1361.0,
adult,2,GBM,RF,0.11418481459682166,384.0,1509.0,
adult,2,GBM,kNN,0.09483667017913593,384.0,655.0,
adult,2,LogReg,MLP,0.03183791606367583,65.0,1361.0,
adult,2,LogReg,RF,0.019430051813471502,65.0,1509.0,
adult,2,LogReg,kNN,0.014084507042253521,65.0,655.0,
adult,2,MLP,RF,0.2565674255691769,1361.0,1509.0,
adult,2,MLP,kNN,0.11196911196911197,1361.0,655.0,
adult,2,RF,kNN,0.20893854748603352,1509.0,655.0,
adult,2,GBM,LogReg,,,,0.370350010001723
adult,2,GBM,MLP,,,,0.36411083928533156
adult,2,GBM,RF,,,,0.5096913068942234
adult,2,GBM,kNN,,,,0.21834068020895686
adult,2,LogReg,MLP,,,,0.10394101054114678
adult,2,LogReg,RF,,,,0.527656614904604
adult,2,LogReg,kNN,,,,0.16137655678932022
adult,2,MLP,RF,,,,0.36055608686381113
adult,2,MLP,kNN,,,,0.32883616699283125
adult,2,RF,kNN,,,,0.38504081477920304
adult,3,GBM,LogReg,0.002680965147453083,347.0,27.0,
adult,3,GBM,MLP,0.16062176165803108,347.0,1893.0,
adult,3,GBM,RF,0.12040133779264214,347.0,993.0,
adult,3,GBM,kNN,0.11370716510903427,347.0,368.0,
adult,3,LogReg,MLP,0.006289308176100629,27.0,1893.0,
adult,3,LogReg,RF,0.0009813542688910696,27.0,993.0,
adult,3,LogReg,kNN,0.0,27.0,368.0,
adult,3,MLP,RF,0.21720792914382117,1893.0,993.0,
adult,3,MLP,kNN,0.07054924242424243,1893.0,368.0,
adult,3,RF,kNN,0.12572373862696443,993.0,368.0,
adult,3,GBM,LogReg,,,,0.3799816040435027
adult,3,GBM,MLP,,,,0.43938250472176377
adult,3,GBM,RF,,,,0.48803319509788257
adult,3,GBM,kNN,,,,0.22590442137871494
adult,3,LogReg,MLP,,,,0.09463257210743271
adult,3,LogReg,RF,,,,0.6443821870206693
adult,3,LogReg,kNN,,,,0.13669440719077608
adult,3,MLP,RF,,,,0.299164562170173
adult,3,MLP,kNN,,,,0.3607292682700898
adult,3,RF,kNN,,,,0.3555457505171538
adult,4,GBM,LogReg,0.0425531914893617,339.0,53.0,
adult,4,GBM,MLP,0.24597116200169636,339.0,1130.0,
adult,4,GBM,RF,0.11179429849077697,339.0,1650.0,
adult,4,GBM,kNN,0.10044642857142858,339.0,647.0,
adult,4,LogReg,MLP,0.02512998266897747,53.0,1130.0,
adult,4,LogReg,RF,0.01248513674197384,53.0,1650.0,
adult,4,LogReg,kNN,0.007194244604316547,53.0,647.0,
adult,4,MLP,RF,0.2322695035460993,1130.0,1650.0,
adult,4,MLP,kNN,0.12184343434343434,1130.0,647.0,
adult,4,RF,kNN,0.1815843621399177,1650.0,647.0,
adult,4,GBM,LogReg,,,,0.4586254752282009
adult,4,GBM,MLP,,,,0.36006116046760234
adult,4,GBM,RF,,,,0.5216682736558993
adult,4,GBM,kNN,,,,0.2432643551757011
adult,4,LogReg,MLP,,,,0.08898701271348729
adult,4,LogReg,RF,,,,0.642026476136477
adult,4,LogReg,kNN,,,,0.1937909478907393
adult,4,MLP,RF,,,,0.3287316036339763
adult,4,MLP,kNN,,,,0.3484899449092483
adult,4,RF,kNN,,,,0.35137037918300823
adult,5,GBM,LogReg,0.016666666666666666,281.0,24.0,
adult,5,GBM,MLP,0.186282151208106,281.0,1241.0,
adult,5,GBM,RF,0.08118556701030928,281.0,1397.0,
adult,5,GBM,kNN,0.07793923381770146,281.0,535.0,
adult,5,LogReg,MLP,0.011191047162270184,24.0,1241.0,
adult,5,LogReg,RF,0.0049504950495049506,24.0,1397.0,
adult,5,LogReg,kNN,0.0,24.0,535.0,
adult,5,MLP,RF,0.2855750487329435,1241.0,1397.0,
adult,5,MLP,kNN,0.10792264504054896,1241.0,535.0,
adult,5,RF,kNN,0.1438721136767318,1397.0,535.0,
adult,5,GBM,LogReg,,,,0.2648070946324424
adult,5,GBM,MLP,,,,0.43439324154830417
adult,5,GBM,RF,,,,0.3826609995229927
adult,5,GBM,kNN,,,,0.26970131956258514
adult,5,LogReg,MLP,,,,0.19515838686429648
adult,5,LogReg,RF,,,,0.5543120149812035
adult,5,LogReg,kNN,,,,0.23105540857384463
adult,5,MLP,RF,,,,0.4499325126162187
adult,5,MLP,kNN,,,,0.3764237656607666
adult,5,RF,kNN,,,,0.38547086232249134
adult,6,GBM,LogReg,0.023809523809523808,216.0,42.0,
adult,6,GBM,MLP,0.15594855305466238,216.0,1222.0,
